,record_id,dog_name,purebred,akc,purebred_breed,okc,mixbred,mixbred_breed,acquisition_source,dog_age_acq_months,dog_age_today_months,dog_sex,dog_spayed,dog_sex_month,dog_weight,q02_main_1,q02_main_2,q02_main_3,q02_main_4,q02_main_5,q02_main_6,q02_main_7,q02_main_8,q02_main_9,q02_main_10,q02_main_12,q02_main_13,q03_form_5,q03_severity,prof_help,prof_type_3,prof_type_1,prof_type_2,prof_score,prof_discover,health_iss_1,health_iss_2,health_iss_3,health_iss_4,health_iss_5,health_iss_6,heath_oth,trainer_mult,trainer_count,trainer_cred,trainer_cred_type,trainer_cred_other,consultant_mult,consultant_count,consultant_cred,consultant_cred_type_1,consultant_cred_type_2,consultant_cred_type_3,consultant_cred_type_4,consultant_cred_type_5,consultant_cred_other,best_prof,best_prof_combo,training_methods_1,training_methods_2,training_methods_3,training_methods_4,equipment_1,equipment_2,equipment_3,equipment_4,equipment_5,equipment_9,equipment_6,equipment_7,equipment_10,equipment_11,equipment_8,desc_other_equip,med_rec,med_pursued,med_list_1,med_list_2,med_list_3,med_list_4,med_list_5,med_list_6,med_list_7,med_list_8,med_list_9,med_list_10,med_list_11,med_list_12,med_list_13,desc_other_med,med_combo_1,med_combo_2,med_combo_3,med_combo_4,med_combo_5,med_combo_6,med_combo_7,med_combo_8,med_combo_9,med_combo_10,med_combo_11,med_combo_12,med_combo_13,desc_other_combo,fluoxetine_dose,fluoxetine_freq,fluoxetine_nec,fluoxetine_span,fluoxetine_span_wk,fluoxetine_span_mn,fluoxetine_span_yr,sertraline_dose,sertraline_freq,sertraline_nec,sertraline_span,sertraline_span_wk,sertraline_span_mn,sertraline_span_yr,paroxetine_dose,paroxetine_freq,paroxetine_nec,paroxetine_span,paroxetine_span_wk,paroxetine_span_mn,paroxetine_span_yr,citalopram_dose,citalopram_freq,citalopram_nec,citalopram_span,citalopram_span_wk,citalopram_span_mn,citalopram_span_yr,escitalopram_dose,escitalopram_freq,escitalopram_nec,escitalopram_span,escitalopram_span_wk,escitalopram_span_mn,escitalopram_span_yr,clomipramine_dose,clomipramine_freq,clomipramine_nec,clomipramine_span,clomipramine_span_wk,clomipramine_span_mn,clomipramine_span_yr,trazadone_dose,trazadone_freq,trazadone_nec,trazadone_span,trazadone_span_wk,trazadone_span_mn,trazadone_span_yr,buspirone_dose,buspirone_freq,buspirone_nec,buspirone_span,buspirone_span_wk,buspirone_span_mn,buspirone_span_yr,valium_dose,valium_freq,valium_nec,valium_span,valium_span_wk,valium_span_mn,valium_span_yr,clonidine_dose,clonidine_freq,clonidine_nec,clonidine_span,clonidine_span_wk,clonidine_span_mn,clonidine_span_yr,acepromazine_dose,acepromazine_freq,acepromazine_nec,acepromazine_span,acepromazine_span_wk,acepromazine_span_mn,acepromazine_span_yr,diphenhydramine_dose,diphenhydramine_freq,diphenhydramine_nec,diphenhydramine_span,diphenhydramine_span_wk,diphenhydramine_span_mn,diphenhydramine_span_yr,other_drug_dose,other_drug_freq,other_drug_nec,other_drug_span,other_drug_span_wk,other_drug_span_mn,other_drug_span_yr,alt_treatment,alt_med_type_1,alt_med_type_2,alt_med_type_3,alt_med_type_4,alt_med_type_5,alt_med_type_6,alt_med_type_7,alt_med_type_8,alt_med_type_9,alt_med_type_10,alt_med_type_11,alt_med_type_12,alt_med_type_13,alt_med_type_15,alt_med_type_16,alt_med_type_17,alt_med_type_18,behavior_prog_rec,behavior_prog,behavior_tech_used_1,behavior_tech_used_2,behavior_tech_used_3,behavior_tech_used_4,behavior_tech_used_5,behavior_tech_used_6,behavior_tech_used_7,behavior_tech_used_8,behavior_tech_used_9,behavior_tech_used_10,behavior_tech_used_11,behavior_tech_used_12,behavior_tech_used_13,behavior_tech_used_14,behavior_tech_used_15,behavior_tech_used_16,behavior_tech_used_17,behavior_tech_used_18,behavior_tech_used_19,behavior_tech_other,behavior_tech_best_1,behavior_tech_best_2,behavior_tech_best_3,behavior_tech_best_4,behavior_tech_best_5,behavior_tech_best_6,behavior_tech_best_7,behavior_tech_best_8,behavior_tech_best_9,behavior_tech_best_10,behavior_tech_best_11,behavior_tech_best_12,behavior_tech_best_13,behavior_tech_best_14,behavior_tech_best_15,behavior_tech_best_16,behavior_tech_best_17,behavior_tech_best_18,behavior_tech_best_19,behavior_other_best,aggression_1,aggression_2,aggression_3,aggression_4,aggression_5,aggression_6,aggression_7,aggression_8,aggression_9,aggression_10,aggression_11,final_word,owner_id,dw_orig,fluoxetine_day_dose,sertraline_day_dose,paroxetine_day_dose,citalopram_day_dose,escitalopram_day_dose,clomipramine_day_dose,trazadone_day_dose,buspirone_day_dose,valium_day_dose,clonidine_day_dose,acepromazine_day_dose,diphenhydramine_day_dose,fluoxetine_day_freq,sertraline_day_freq,paroxetine_day_freq,citalopram_day_freq,escitalopram_day_freq,clomipramine_day_freq,trazadone_day_freq,buspirone_day_freq,valium_day_freq,clonidine_day_freq,acepromazine_day_freq,diphenhydramine_day_freq,fluoxetine_daily_dose,sertraline_daily_dose,paroxetine_daily_dose,citalopram_daily_dose,escitalopram_daily_dose,clomipramine_daily_dose,trazadone_daily_dose,buspirone_daily_dose,valium_daily_dose,clonidine_daily_dose,acepromazine_daily_dose,diphenhydramine_daily_dose,agg_conf,agg_idh,agg_ext_ppl,agg_ext_dog,agg_pred,agg_avg
445,1928,Axel,1.0,1.0,53.0,,,,4.0,24.0,48.0,1.0,1.0,,,1,1,0,0,0,1,0,0,1,0,0,1,1,3.0,1.0,1,0,1,2,0.0,0,0,0,0,0,0,,,,,,,0.0,1.0,1.0,1,1,0,0,0,,8.0,Vet prescribed Prozac. Behaviorist worked with dog and with us on behavior. He's not perfect yet. He's a work in progress,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,,20 mg,1,0.0,3.0,,,2 +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 mg,2,0.0,2.0,,"3, ongoing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,,7.0,4.0,,4.0,4.0,,4.0,4.0,,,,1.0,1837,,20.0,,,,,,200.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,7.0,4.0,4.0,4.0,,4.5
446,1941,DTango,1.0,1.0,53.0,,,,2.0,2.0,36.0,2.0,1.0,8.0,24.94756,1,1,1,0,1,0,0,0,0,0,0,0,0,,1.0,1,1,0,2,1.0,0,0,1,0,0,0,,0.0,1.0,1.0,2.0,,,,,0,0,0,0,0,,3.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,20,1,0.0,2.0,,on going,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,4.0,7.0,,,,,,1849,55 lbs,20.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.8016816073395555,,,,,,,,,,,,,,,5.5,,5.5
447,1943,Diego,0.0,,,,1.0,"Am Staff, Boxer, Mastiff mix",4.0,5.0,96.0,1.0,1.0,3.5,31.75144,1,0,0,0,1,0,0,0,1,0,0,1,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,50,twice,0.0,3.0,,,7 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,Rewarding dog for just looking at the trigger without reacting - set up at workable distance where dog isn't starting over threshold. Eventually reward dog when he looks at trigger and then auto looks back at me.,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,Rewarding dog for just looking at the trigger without reacting - set up at workable distance where dog isn't starting over threshold. Eventually reward dog when he looks at trigger and then auto looks back at me.,7.0,,,,7.0,,7.0,,,,,,1851,70,100.0,,,,,,,,,,,,2.0,,,,,,,,,,,,3.1494634574053966,,,,,,,,,,,,7.0,,,7.0,,7.0
448,1946,Tinkerbelle,0.0,,,,1.0,"Bullmastiff, Rottweiler, unknown other breeds ",4.0,,,2.0,1.0,,29.029888,1,1,0,0,1,0,0,1,0,1,0,0,0,,1.0,1,0,1,2,1.0,1,0,1,0,0,0,,,,,,,1.0,2.0,2.0,0,0,0,0,0,,8.0,"I consulted with a trainer/behavior consultant for one session and took two group classes with the same trainer.  I learned some basics that got me pointed in the right direction, then did a lot of research on my own.  After realizing that I was only getting so far with behavior modification, I spoke with a veterinarian who seemed to have some interest in behavior.  She prescribed Prozac, and that has make a big difference in Tinkerbelle's ability to focus and learn. ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,40,2,0.0,3.0,,,1 and counting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,0.0,2.0,,14,,,,,,,,,1,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,5.0,6.0,,,,7.0,4.0,4.0,4.0,,1.0,1106,64,80.0,,,,,,80.0,,2.0,,,,2.0,,,,,,2.0,,2.0,,,,2.755780525229722,,,,,,2.755780525229722,,0.06889451313074305,,,,,,4.6,7.0,,5.0
449,1949,Nelson,1.0,1.0,192.0,,,,5.0,3.0,,1.0,1.0,18.0,18.14368,1,0,0,0,1,1,0,0,1,0,0,1,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,2.0,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,,,,,,4.0,,,,,1.0,1855,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,4.0
450,1955,Wake,1.0,1.0,15.0,,,,4.0,36.0,96.0,1.0,1.0,36.0,14.968536,1,1,0,0,0,1,0,0,0,1,0,0,1,4.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.0,,5.0,,,,,,,5.0,1.0,1861,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,5.0,4.666666666666667
451,1958,Izzy,1.0,1.0,53.0,,,,5.0,2.5,19.5,2.0,0.0,,24.493968,1,1,1,0,0,1,0,1,0,0,0,0,0,,1.0,0,1,1,2,,0,0,0,0,0,0,,1.0,2.0,1.0,2.0,,0.0,1.0,2.0,0,0,0,0,0,,3.0,,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,I am going to consult the vet about some medication next.,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,5.0,,7.0,,2.0,,,,,,,,1863,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,7.0,2.0,,4.666666666666667
452,1961,"Ch. Aldershon Truant, CGC",1.0,1.0,60.0,,,,9.0,72.0,96.0,2.0,1.0,72.0,15.87572,1,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,,6.0,7.0,,,,,1.0,1866,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,6.5
453,1967,Willi,1.0,1.0,160.0,,,,5.0,2.0,96.0,2.0,1.0,18.0,33.112216,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,,7.0,7.0,,,,,,1872,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,7.0
454,1975,Ben,0.0,,,,1.0,Labrador x Staffie,1.0,24.0,132.0,1.0,1.0,,25.854744,1,1,1,0,0,0,0,1,0,1,1,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mg,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,4.0,4.0,,,,,1.0,1879,57,,,,,,,,,20.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.7735524281346587,,,,,,,4.0,,4.0
455,1997,Maisie moo,0.0,,,,1.0,Collie springer,5.0,2.5,138.0,2.0,1.0,11.0,21.99995589088,1,1,0,0,1,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,5.0,,,,,,1.0,1901,22 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0
456,2002,Archie,1.0,1.0,118.0,,,,5.0,2.0,84.0,1.0,1.0,7.0,35.380176,1,0,0,0,0,0,0,1,0,0,0,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,2.0,,,,,,0,0,0,0,0,,3.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Food rewards for desired behaviours,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,5.0,,,,,1.0,1906,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0
457,2003,Cooky,1.0,1.0,102.0,,,,5.0,2.0,96.0,1.0,1.0,8.0,34.0194,1,1,1,0,1,1,0,0,0,0,1,1,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,tried the herbal route - skullcap and valerian,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mg,twice,0.0,2.0,,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,7.0,5.0,,,,,1.0,1907,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
458,2015,Gunnie,1.0,1.0,118.0,,,,7.0,24.0,108.0,1.0,1.0,48.0,39.916095999999996,1,1,0,0,1,1,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,Metacalm/Meloxaid,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,once,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,7.0,,,,5.0,,,,,1.0,1918,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,6.0
459,2032,Chota,,,,,,,5.0,2.5,30.0,1.0,1.0,15.600000000000001,45.3592,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,1.0,1,1,0,0,0,,5.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,6.0,4.0,,,,,,1933,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0
460,2039,Dexter,1.0,1.0,118.0,,,,1.0,15.0,34.8,1.0,1.0,,28.576296,1,0,1,0,0,1,0,0,0,0,1,1,0,,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,2.0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.0,,,,,,6.0,,,,,1940,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
461,2040,Harley,1.0,1.0,22.0,,,,5.0,2.0,3.0,2.0,0.0,,2.721552,1,0,0,1,0,0,0,0,0,0,0,0,1,3.0,1.0,0,1,0,1,,0,0,0,0,0,0,,1.0,2.0,1.0,2.0,,,,,0,0,0,0,0,,3.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,4.0,,,,,,,,,,,1.0,1941,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
462,2048,Brack,0.0,,,,0.0,,4.0,10.0,60.0,2.0,1.0,8.0,29.937072,1,1,1,0,1,0,1,0,0,1,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,remote-controlled collar which sprayed citronella or emitted high-pitched sound,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,4.0,4.0,4.0,,,,,1.0,1948,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0
463,2051,Harry,1.0,1.0,118.0,,,,5.0,2.0,24.0,1.0,1.0,8.0,29.48348,1,0,0,0,0,0,0,0,0,0,0,1,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,2.0,,,,,,0,0,0,0,0,,3.0,,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4.0,4.0,,,,,1.0,1951,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0
464,2061,Chubbs,0.0,,,,1.0,Border Collie / Coonhound,7.0,8.0,120.0,1.0,1.0,10.0,27.215519999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,7.0,,,,,,,,1960,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,7.0
