record_id,dog_name,purebred,akc,purebred_breed,okc,mixbred,mixbred_breed,acquisition_source,dog_age_acq_months,dog_age_acq_years,dog_age_today_months,dog_age_today_years,dog_sex,dog_spayed,dog_sex_month,dog_sex_year,dog_weight,prof_help,prof_type_3,prof_type_1,prof_type_2,prof_score,prof_discover,health_iss_1,health_iss_2,health_iss_3,health_iss_4,health_iss_5,health_iss_6,heath_oth,trainer_mult,trainer_count,trainer_cred,trainer_cred_type,trainer_cred_other,consultant_mult,consultant_count,consultant_cred,consultant_cred_type_1,consultant_cred_type_2,consultant_cred_type_3,consultant_cred_type_4,consultant_cred_type_5,consultant_cred_other,best_prof,best_prof_combo,training_methods_1,training_methods_2,training_methods_3,training_methods_4,equipment_1,equipment_2,equipment_3,equipment_4,equipment_5,equipment_9,equipment_6,equipment_7,equipment_10,equipment_11,equipment_8,desc_other_equip,med_rec,med_pursued,med_list_1,med_list_2,med_list_3,med_list_4,med_list_5,med_list_6,med_list_7,med_list_8,med_list_9,med_list_10,med_list_11,med_list_12,med_list_13,desc_other_med,med_combo_1,med_combo_2,med_combo_3,med_combo_4,med_combo_5,med_combo_6,med_combo_7,med_combo_8,med_combo_9,med_combo_10,med_combo_11,med_combo_12,med_combo_13,desc_other_combo,fluoxetine_dose,fluoxetine_freq,fluoxetine_nec,fluoxetine_span,fluoxetine_span_wk,fluoxetine_span_mn,fluoxetine_span_yr,sertraline_dose,sertraline_freq,sertraline_nec,sertraline_span,sertraline_span_wk,sertraline_span_mn,sertraline_span_yr,paroxetine_dose,paroxetine_freq,paroxetine_nec,paroxetine_span,paroxetine_span_wk,paroxetine_span_mn,paroxetine_span_yr,citalopram_dose,citalopram_freq,citalopram_nec,citalopram_span,citalopram_span_wk,citalopram_span_mn,citalopram_span_yr,escitalopram_dose,escitalopram_freq,escitalopram_nec,escitalopram_span,escitalopram_span_wk,escitalopram_span_mn,escitalopram_span_yr,clomipramine_dose,clomipramine_freq,clomipramine_nec,clomipramine_span,clomipramine_span_wk,clomipramine_span_mn,clomipramine_span_yr,trazadone_dose,trazadone_freq,trazadone_nec,trazadone_span,trazadone_span_wk,trazadone_span_mn,trazadone_span_yr,buspirone_dose,buspirone_freq,buspirone_nec,buspirone_span,buspirone_span_wk,buspirone_span_mn,buspirone_span_yr,valium_dose,valium_freq,valium_nec,valium_span,valium_span_wk,valium_span_mn,valium_span_yr,clonidine_dose,clonidine_freq,clonidine_nec,clonidine_span,clonidine_span_wk,clonidine_span_mn,clonidine_span_yr,acepromazine_dose,acepromazine_freq,acepromazine_nec,acepromazine_span,acepromazine_span_wk,acepromazine_span_mn,acepromazine_span_yr,diphenhydramine_dose,diphenhydramine_freq,diphenhydramine_nec,diphenhydramine_span,diphenhydramine_span_wk,diphenhydramine_span_mn,diphenhydramine_span_yr,other_drug_dose,other_drug_freq,other_drug_nec,other_drug_span,other_drug_span_wk,other_drug_span_mn,other_drug_span_yr,alt_treatment,alt_med_type_1,alt_med_type_2,alt_med_type_3,alt_med_type_4,alt_med_type_5,alt_med_type_6,alt_med_type_7,alt_med_type_8,alt_med_type_9,alt_med_type_10,alt_med_type_11,alt_med_type_12,alt_med_type_13,alt_med_type_15,alt_med_type_16,alt_med_type_17,alt_med_type_18,behavior_prog_rec,behavior_prog,behavior_tech_used_1,behavior_tech_used_2,behavior_tech_used_3,behavior_tech_used_4,behavior_tech_used_5,behavior_tech_used_6,behavior_tech_used_7,behavior_tech_used_8,behavior_tech_used_9,behavior_tech_used_10,behavior_tech_used_11,behavior_tech_used_12,behavior_tech_used_13,behavior_tech_used_14,behavior_tech_used_15,behavior_tech_used_16,behavior_tech_used_17,behavior_tech_used_18,behavior_tech_used_19,behavior_tech_other,behavior_tech_best_1,behavior_tech_best_2,behavior_tech_best_3,behavior_tech_best_4,behavior_tech_best_5,behavior_tech_best_6,behavior_tech_best_7,behavior_tech_best_8,behavior_tech_best_9,behavior_tech_best_10,behavior_tech_best_11,behavior_tech_best_12,behavior_tech_best_13,behavior_tech_best_14,behavior_tech_best_15,behavior_tech_best_16,behavior_tech_best_17,behavior_tech_best_18,behavior_tech_best_19,behavior_other_best,aggression_1,aggression_2,aggression_3,aggression_4,aggression_5,aggression_6,aggression_7,aggression_8,aggression_9,aggression_10,aggression_11,agg_time,final_word,owner_id
662,Brodie,0,,,,1,"Beagle, Am. Staffordshire Terrier and Mixed Others",4,,,,7,1,1,12,,60,1,1,1,0,2,0,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,7,,,6,,,,,5,1,632
664,Ryder,0,,,,1,Pug/bulldog,4,,1.5,,5,1,1,,,40,1,0,1,0,1,,0,0,0,0,0,0,,0,,2,,,,,,0,0,0,0,0,,2,,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,,,6,,,,,7,,,,,T2,1,634
669,Katahdin,1,0,,Mountain Cur,,,1,4,,,4,1,1,4,,65,1,1,1,0,2,0,0,0,0,0,0,0,,0,,2,,,,,,0,0,0,0,0,,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,7,,,6,,,,,8,,639
672,Toffee,0,,,,1,Patterdale Terrier x Jack Russell,7,5,,,8,1,1,6,,19,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,0,Kennel Club UK,,,,0,0,0,0,0,,3,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,4,,,,,7,,,,,Eight,,642
678,Bailey,0,,,,1,"American Bulldog, Neopolitan mastiff, terrier, hound mix",2,2,,,4.5,1,1,,1,70,1,0,0,1,1,,0,0,0,0,0,0,,,,,,,0,,1,0,0,0,0,1,DipHE Canine Behaviourist,8,consultant,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,,,,,,,4,2,,,,,,1,648
680,Judy,0,,,,1,Cattle dog/ Staffordshire terrier,4,8,,,6,2,1,7,,42,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,,,,,,4,,,,4,1,650
681,Leo,1,0,,Putbull,,,1,,4,,9,1,1,,,80,1,0,1,1,2,,0,0,0,0,0,0,,1,2,1,2,,0,,2,0,0,0,0,0,,2,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,,,,,5,5,,,,,24,1,651
682,Bowie,1,0,,Border Collie,,,4,,3,,7.5,1,1,,3,47,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,4,7,7,,,,,30,,652
684,Blu,1,1,160,,,,5,3,,,5,1,0,,,105,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,7,,,,,2,,654
685,Tonka,1,1,92,,,,5,4,,,4,1,0,,,82,1,1,1,1,3,0,0,0,0,0,0,0,,1,7,2,,,0,,1,0,0,0,1,0,,8,"dacvb, trainer",1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,20,2,0,1,5,,,,,,,,,,55,2,0,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,7,,,,6,7,,,,52,1,655
690,Dahlia,0,,,,0,,4,11,,,3,2,1,,,55,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,4,5,,,,5,,,,5,6,1,660
694,Kai,1,1,83,,,,4,,1.2,,7.5,1,1,,1.2,50,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,7,,,,,4,,664
695,Laika,1,1,193,,,,5,2,,,6,2,1,,2,28,1,0,0,1,1,,0,0,0,0,0,0,,,,,,,0,,1,0,0,0,0,1,,4,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,,,,,5,7,6,,,,,8-10,1,665
697,McKayla,0,,,,0,,4,,2.5,,10.5,2,1,,,48,1,0,1,0,1,,0,0,0,0,0,0,,1,2,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,7,,,,,10,,667
698,Lucy,0,,,,1,Staffordshire terrier and Labrador,8,0.75,,,6,2,1,6,,60,1,0,1,1,2,,0,0,0,0,0,0,,0,,1,1,,0,,1,1,0,0,0,0,,5,,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,7,7,,,,,,26,,668
712,Reese,0,,,,1,"Staffordshire Terrior, Australian Cattle Dog, Chow, German Shepherd",1,7,,,3,1,1,5,,62,1,0,0,1,1,,0,0,0,0,0,0,,,,,,,0,,1,0,0,1,0,0,,6,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,,6,6,,,,,,,,,2 - 3,,682
729,Penny,0,,,,0,,1,,5,,9,2,1,,,29,1,0,1,0,1,,0,0,0,0,0,0,,0,,2,,,0,,2,0,0,0,0,0,,2,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,6,,,,4,30,,699
744,Poppy,0,,,,1,Llaso and Terrier,1,,2,,3,2,1,,2,15,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,7,,,,,,,,,6,6,2 weeks,,714
750,Dustin,1,1,97,,,,5,2,,,11,1,1,5,,75,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,1,,,,,0,0,0,0,0,,3,,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,6,,,,,10,,720
758,Francesca,0,,,,1,"Bull Terrier, Cattle dog",4,,2,,6,2,1,,2,46,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,,,,,,6,,4,,,,4,2,1,727
759,Tanner,1,1,92,,,,5,3,,15,,1,0,,,76,1,0,1,0,1,,0,0,0,0,0,0,,0,,1,2,,,,,0,0,0,0,0,,3,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,5,,,,,16,,728
760,Snowball,1,1,7,,,,4,,8,,13,1,1,,,28,1,0,1,0,1,,0,0,0,0,0,0,,0,,2,,,,,,0,0,0,0,0,,2,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,4,4,,,,,,,,1,729
761,Samson,0,,,,1,"Jindo, Chihuahua",4,,7,,14,1,1,,7,17,1,0,1,1,2,,0,0,0,0,0,0,,1,2,1,1,,0,,1,1,0,1,0,0,,8,"consultant, credentialed trainer",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,1,0,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,7,,,,4,,,,,,,20,1,730
765,Nola Pearl,1,1,151,,,,4,,11,,11,2,1,,11,7,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I usually correct her a few times, thenif she continues to be agressive, I separate her by putting her in a crate.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,,,5 weeks,1,734
768,Rocco,0,,,,1,Cocker spaniel toy poodle,2,2,,,1.667,1,1,6,,29,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6,,,6,,4,4,,6,,12,1,737
770,momo,1,1,151,,,,5,2,,,12,1,1,12,,13,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,4,6,,5,,1,1,739
771,Fievel,1,1,64,,,,4,,2,,7,2,1,,2,8,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,,4,,,,4,6,,4,24,1,740
775,Padm茅,0,,,,0,,4,,,,3,2,1,,,50,1,0,1,0,1,,0,0,0,0,0,0,,1,2,2,,,,,,0,0,0,0,0,,8,credentialed trainer,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,7,,,,,5,,,,,4 weeks or so,1,744
778,Dory,1,1,118,,,,7,2,,,4,2,1,6,,60,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,,,,,,3,,,,,,1,747
